itemId,title,price,condition,itemDescription
v1|110555282753|0,7.4V 1200mAh 2S 25C Airsoft Lipo Battery JST Tamiya Plug For RC Car Boat Tank,"['17.79', 'USD']",New,"7.4V 1200mAh 2S 25C Airsoft Lipo Battery JST Tamiya Plug For RC Car Boat Tank About this item [High Discharge Performance] - Using advanced Li-Ion technology, this LiPo airsoft battery has no memory effect so it can maximize your airsoft performance. 25C discharge rate makes it better than market standard 7.2V NiMH large batteries [Widely Used] - This 7.4V airsoft battery pack is designed to fit popular models of airsoft guns. Equipped with mini tamiya connector, it will fit many other series and models like M4, AK47, AEG, MP5K, MP5, SCAR, M249, M60, G36, RPK, AUG. We recommend finding the voltage and measuring the gun compartment for best fit [Safer Battery] - The steel shell of NiMH battery may feature a risk of exploration when the battery is short circuit or a in a high temperature, which won't exist in this safe tamiya Lipo battery that is with a good heat dissipation [Note] - Please correctly set the battery category of the charger, do not configure a battery or nickel-hydrogen and other batteries than 2S. ONLY use a LiPo balance charger for charging LiPos. If the battery is inflated, do not use and contact us in time Specification: Voltage: 7.4V Capacity: 1200mAh Discharge Rate(C): 25C Configuration: 2S Connector Type: Tamiya Plug Balancer Connector Type: JST-XH Compatible with: 7.4V 1200mAh 2S Lipo Battery specially designed for 1/8 and 1/10 rc car, Losi, HPI Strada XB 1/10 RTR Electric Buggy, Team Associated, Axial, Tamiya, Duratrax, Jammin, Redcat Racing, Exceed RC, ElectrixRC, Emaxx, Bandit, Rustler version, etc. - It also could be used for RC airplane, RC helicopter, RC boat, drone, FPV. For RC battery, only if the voltage, dimension and plug match, then it will fit. Notice: - Please check if the lipo batteries’ voltage, dimension and the plug match or not. - For lipo battery, never over charge exceed 4.2V and never over discharge below 3.2V. - To double make sure safety, please check first whether the battery surface and whether the voltage is normal when you get it before using. If the new lipo battery won’t hold a full charge or loss the charge very quickly in short time, please use Professional lipo battery Charger to charge and recycle several times first. For most lipo battery, the safest charge rate is 1C - 2C. Lipo Battery Storage -Do not directly connect the terminals with metal objects. This will short-circuit Batteries, resulting in heat and electrical discharge. Never store loose Batteries together, the Batteries’ terminals may contact one another causing a short circuit. Never storage Batteries to extreme temperatures or direct sunlight. The battery should be stored within -10℃ ~ 45℃ range environmental condition. If the battery has to be stored for a long time (Over 3 months), the environmental condition should be: - Temperature: 23±5℃ - Humidity: 65±20%RH Payment Delivery details Terms of sales About us Contact us - All payments must be prepaid. - We only accept payment via PayPal. Please kindly check if you can do the payment via PayPal before placing an order. If you do not have PayPal account. - Payment must be received within 7 days after auctions ended. Unpaid dispute will be filed to eBay for the non payable bidders. Brand Unbranded MPN Does Not Apply Chemical Composition Lipo Capacity 1200mAh Voltage 7.4v"
v1|110555293587|0,Eaton Bearings & Races,"['129.00', 'USD']",New,Tag No. 302-16168 Part No. 4C4Z4215FA Condition New Item Bearing Kit Width N/A Diameter N/A
v1|110555293586|0,Bearing & Race Bearings & Races,"['61.18', 'USD']",New,"Tag No. 302-16165 Part No. SET415 Condition New Aftermarket Item Bearing & Race Set Width 1.5625"" Diameter 3.5000"" & 6.0000"""
v1|110555258144|0,IN US ! Play Arts Kai Final Fantasy VII Vincent Valentine PVC Action Figure Toys,"['84.29', 'USD']",New,"IN US STOCK ! Play Arts Kai Final Fantasy VII Vincent Valentine PVC Action Figure Toys IN US ! Play Arts Kai Final Fantasy VII Vincent Valentine PVC Action Figure Toys 100% New Condition and High Quality Package: 1 PC CONTACT US If you are not completely satisfied with your purchase, please contact us immediately through eBay message so that we can respond promptly. We usually respond within 24 hours on weekdays. We strive to provide exceptional products and service to our customers and your opinion is very important to us. Thanks for your Understanding and Coordinate. Thank you for your coming my shop, wish you a happy shopping~ Please note： 1. According to manual measurement,there maybe 1-2 cm difference,We appreciate your understanding! (Size: 1cm = 0.394 inch, 1 inch = 2.54cm) 2.The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightness. 3.pls order the item you need,and make sure you order the right item you really want. 4. if you have any doubts,pls contact us first,we will try everything we can to help you solve it. Payment Delivery details Terms of sales About us Contact us We only accept Paypal payment, fast and safely! We only ship item to your PayPal verified address."
v1|110555258145|0,IN US ! Play Arts Kai Final Fantasy VII Vincent Valentine PVC Action Figure Toys,"['84.29', 'USD']",New,"IN US STOCK ! Play Arts Kai Final Fantasy VII Vincent Valentine PVC Action Figure Toys IN US ! Play Arts Kai Final Fantasy VII Vincent Valentine PVC Action Figure Toys 100% New Condition and High Quality Package: 1 PC CONTACT US If you are not completely satisfied with your purchase, please contact us immediately through eBay message so that we can respond promptly. We usually respond within 24 hours on weekdays. We strive to provide exceptional products and service to our customers and your opinion is very important to us. Thanks for your Understanding and Coordinate. Thank you for your coming my shop, wish you a happy shopping~ Please note： 1. According to manual measurement,there maybe 1-2 cm difference,We appreciate your understanding! (Size: 1cm = 0.394 inch, 1 inch = 2.54cm) 2.The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightness. 3.pls order the item you need,and make sure you order the right item you really want. 4. if you have any doubts,pls contact us first,we will try everything we can to help you solve it. Payment Delivery details Terms of sales About us Contact us We only accept Paypal payment, fast and safely! We only ship item to your PayPal verified address."
v1|110555293592|0,Spicer Bearings & Races,"['201.00', 'USD']",New,Tag No. 302-16223 Part No. 504054 Condition New Item Bearing Kit Width N/A Diameter N/A
v1|110555293583|0,SKF Bearings & Races,"['113.00', 'USD']",New,"Tag No. 302-16142 Part No. 47678 Condition New Aftermarket Item Bearing Width 1.3125"" Diameter 3.0000"""
v1|110555266399|0,Magic Trick Color Changing Card Close Up Magicians Gimmick T12,"['10.81', 'USD']",New,"Color Changing Card Close Up Magic Features: Condition: NewEffect: Card magically changes colors right in front of your spectators eyesMaterial: Paper/plasticIncludes: 1Gimmick Magic Card Magician's Code ""I promise never to reveal the secret of any illusion unto the laity, unless one swears to maintain the Magician's Oath in turn. I promise never to execute any illusion for any layperson without practicing the effect before I could do it well enough to maintain the illusion of magic."" When you are devoted to learning, understanding, and mastering the magical arts, then you proudly stand and utter the above Magician's Oath. By so doing, you establish yourself as a Magician!"
v1|110555248818|0,McDonalds 2018 SNOOPY Complete Set of 10 - FREE PRIORITY - ON HAND,"['37.99', 'USD']",New,MCDONALDS 2018 SNOOPY COMPLETE SET ON HAND READY TO SHIP FREE PRIORITY SHIPPING WITH TRACKING PLEASE CHECK MY OTHER ITEMS
v1|110555292898|0,Seesaw Portable Easy Assemble Steel See Saw Backyard Indoors 360 rotating NEW,"['68.99', 'USD']",New,"【Load Capacity 176lbs】Made with a heavy-duty frame and a weather-resistant powder-coated finish for added durability and protection against corrosion and rust, this kids seesaw is guaranteed to hold up to 176 pounds. 【360° Rotation】The 360-degree rotating teeter totter brings a whole new level of fun indoors and outdoors, allowing kids to not only bounce up and down but also enjoy spinning. The perfect play set to instantly transform your home, playground or backyard into a playground full of laughter! 【Reasonable Design】Every detail of the seesaw, including the length of the components, handles, seats, bumper bars, etc., reflects our commitment to providing children with a joyful play experience. Sturdy and durable metal material and reinforced with an anti-rust coating, it can withstand vigorous exercise and frequent use without deformation, ensuring years of reliable enjoyment. 【Promote Good Health】Seesaw encourages active play and physical activity, not only providing children with a fun gaming experience but also helping to promote their balance and coordination skills, helping children develop healthy bodies and reduce screen time spent on mobile phones and tablets 【Perfect Size】Overall dimensions: 71"" long x 29.7"" wide x 13.7"" high. Its compact size and ease of assembly make it convenient to transport and install wherever you go. Whether in the backyard, playground or even indoors, this portable seesaw provides endless fun and laughter. 【Easy To Assemble】All necessary hardware is included in the package, labeled and separated. Clear and concise instructions and included tools make assembly easy. Details: Type: Seesaw Material:Main iron Colour: Yellow+Green Manufacturer recommended age: 36 months - 6 years Size: 71"" long x 29.7"" wide x 13.7"" high Special Feature: 360° Rotation Package： 1X Seesaw Brand Unbranded Type Seesaw Material Main iron Colour Yellow+Green Size 71"" long x 29.7"" wide x 13.7"" high Special Feature 360° Rotation Load Capacity 176lbs Feature 360° Rotation Manufacturer recommended age 36 months - 6 years"
v1|110555292899|0,Seesaw Portable Easy Assemble Steel See Saw Backyard Indoors 360 rotating NEW,"['68.99', 'USD']",New,"【Load Capacity 176lbs】Made with a heavy-duty frame and a weather-resistant powder-coated finish for added durability and protection against corrosion and rust, this kids seesaw is guaranteed to hold up to 176 pounds. 【360° Rotation】The 360-degree rotating teeter totter brings a whole new level of fun indoors and outdoors, allowing kids to not only bounce up and down but also enjoy spinning. The perfect play set to instantly transform your home, playground or backyard into a playground full of laughter! 【Reasonable Design】Every detail of the seesaw, including the length of the components, handles, seats, bumper bars, etc., reflects our commitment to providing children with a joyful play experience. Sturdy and durable metal material and reinforced with an anti-rust coating, it can withstand vigorous exercise and frequent use without deformation, ensuring years of reliable enjoyment. 【Promote Good Health】Seesaw encourages active play and physical activity, not only providing children with a fun gaming experience but also helping to promote their balance and coordination skills, helping children develop healthy bodies and reduce screen time spent on mobile phones and tablets 【Perfect Size】Overall dimensions: 71"" long x 29.7"" wide x 13.7"" high. Its compact size and ease of assembly make it convenient to transport and install wherever you go. Whether in the backyard, playground or even indoors, this portable seesaw provides endless fun and laughter. 【Easy To Assemble】All necessary hardware is included in the package, labeled and separated. Clear and concise instructions and included tools make assembly easy. Details: Type: Seesaw Material:Main iron Colour: Yellow+Green Manufacturer recommended age: 36 months - 6 years Size: 71"" long x 29.7"" wide x 13.7"" high Special Feature: 360° Rotation Package： 1X Seesaw Brand Unbranded Type Seesaw Material Main iron Colour Yellow+Green Size 71"" long x 29.7"" wide x 13.7"" high Special Feature 360° Rotation Load Capacity 176lbs Feature 360° Rotation Manufacturer recommended age 36 months - 6 years"
v1|110555257536|0,McDonalds 2018 SNOOPY Complete Set of 10 - READY TO SHIP - FREE PRIORITY,"['34.99', 'USD']",New,MCDONALDS 2018 SNOOPY COMPLETE SET READY TO SHIP FREE PRIORITY SHIPPING WITH TRACKING PLEASE CHECK MY OTHER ITEMS
v1|110555271684|0,"T20 - 1/2 CUT Torx Driver, 1/4 in. Square Drive, 3/4 in. OAL, S2 steel","['36.33', 'USD']",New,"T20 - 1/2 CUT Torx Driver, 1/4 in. Square Drive, 3/4 in. OAL, S2 steel T20 - 1/2 CUT Torx Driver, 1/4 in. Square Drive, 3/4 in. OAL, S2 steelundefined Stubby Low Profile Half cut DriversS2 Steel, With Satin Chrome Finish1/4"" Sq, Drives With Ball CheckHalf cut Drivers Are 30% Stronger3/4"" OALT20 - 1/2 CUT Torx Driver, 1/4"" square drive, 3/4"" OAL, S2 steel Warranty: Lifetime warranty does not cover abuse Brand new fragrance bottle in original box, ready to ship out! Never been used or sprayed! All products are original, authentic name brands. We do not sell imitations. We have a commitment to quality products and authenticity. Please Note Pictures: We try to take the very best pictures possible, but please understand that there maybe some minor differences between the color you see on your monitor and the actual item. Testers are even more discounted than the fancy boxed versions and are great if you don't have a need for the fancy packaging. Testers are 100% authentic, fresh and completely full just like the original fragrance, however they are meant for the counter in a department store. Testers often come in a plain white box but sometimes they do not have a cap or box. The savings on the packaging means you save even more! Unboxed items are a great way to save! They are the same as the boxed version, always original, fresh and authentic. Why are they unboxed? Sometimes boxes can be damaged in transit, torn, or in less than perfect condition. We can buy these items cheaper than the boxed versions and we pass the savings on to you. Be sure to take advantage of great unboxed deals! Shipments to Canada will have 2 tracking codes from the supplier. The first one will be the shipment to Canada and the 2nd one will be the shipment to the local address. Contact us We can be contacted at any time through eBay messages if you have any questions, comments or product requests. We will respond to you within 24 hours and do our best to help you out! We encourage our customers to contact us with any questions or concerns! We'd like to be sure you are completely satisfied with your purchase. Payment We accept payment via PayPal accounts. PayPal allows you to pay using a major credit card or direct transfer from your bank account. Shipping Orders are shipped, on average, within 24-48 hours from the time that the order is placed. Therefore, most of your customer's orders should be received within 4-10 business days from the time that you place your order. We take the weekends and holidays off, so your items will ship the following business day. Orders can be split and shipped multiple times from multiple warehouses. International Buyers - Please note: Customs policies vary from country to country. Most small orders arrive duty free, however you may be subject to import duties and taxes once a shipment reaches your country. Charges for customs clearance must be paid by you. Unfortunately, we are not responsible and have no control over these fees. **International orders must be shipped to the cardholders address.Tracking Number will be provided on all orders. We upload tracking numbers immediately after your item ships. Returns Returns are accepted. Contact us for a return label. All other orders can be returned up to 30 days after the ship date for a full refund minus shipping charges. All merchandise must be returned in its original sealed packaging. The item must be in new condition, unworn, smoke and perfume free and complete with original tags still attached. Please note: we do not accept returns for cosmetics and skincare items due to health reasons, please make your selections carefully. We are not responsible for the shipping cost to return an order, unless we made an error. Although shipping is free when shopping at our store, any orders that are returned to us due to a package being unclaimed or undeliverable because of a wrong address, we will charge $6.95 to resend the package. If at this point you request a refund, we will refund your payment minus $6.95. (U.S only) All returns must have a tracking number. We are not responsible for the return package until the tracking number is marked as “delivered” to our facility. Oncereceived, please allow 5 - 7 business days for your return to be processed. Thanks for reading this description."
